user_id,query,search_engine,feedback_type,feedback_text
662161,When did Chinese Malaysian transitioned from traditional Chinese to simplified Chinese?,decomposition_rag,not-helpful,"Too verbose and provided unnecessary information, all I need is the first two sentences"
662161,When did Chinese Malaysian transitioned from traditional Chinese to simplified Chinese?,mmu_rag_vanilla,not-helpful,Context didn’t provide necessary information
376330,who invented cameras? track this back to ancient times,mmu_rag_vanilla,helpful,
376330,who invented cameras? track this back to ancient times,decomposition_rag,helpful,
662161,boho pants,mmu_rag_vanilla,helpful,Short and concise
662161,boho pants,decomposition_rag,helpful,
662161,boho pants,mmu_rag_vanilla,helpful,
376330,Why ants can not fly?,mmu_rag_vanilla,helpful,
376330,Why ants can not fly?,decomposition_rag,helpful,
376330,Is the Yarra the largest river in melbourne the capital of Australia?,decomposition_rag,helpful,
376330,Is the Yarra the largest river in melbourne the capital of Australia?,mmu_rag_vanilla,helpful,
376330,Can you list some modern world's wonders?,mmu_rag_vanilla,helpful,
376330,Can you list some modern world's wonders?,decomposition_rag,helpful,
376330,how to say Hi in arabic and chinese?,mmu_rag_vanilla,helpful,although there are some 0s in-text citations
376330,What are the traditional dishes of Saudi?,mmu_rag_vanilla,not-helpful,good answer but no reference list is provided.
376330,What are the traditional dishes of Saudi?,decomposition_rag,helpful,although there is some inaccurate information
376330,what's up?,decomposition_rag,not-helpful,It is topic drift or hallucination perhaps
662161,honest review async-lru vs buildgrid,mmu_rag_vanilla,helpful,
376330,what's up?,mmu_rag_vanilla,helpful,got the intent but has some 0s in-text citations
376330,Academia or industry?,mmu_rag_vanilla,helpful,
376330,Academia or industry?,decomposition_rag,helpful,
662161,How to use async_lru_cache in my python to cache my dict?,mmu_rag_vanilla,helpful,
376330,what is my address?,decomposition_rag,not-helpful,
376330,what is my address?,mmu_rag_vanilla,helpful,
662161,"How to use async_lru_cache in my python async function that returns AsyncGenerator[RunStreamingResponse, None]?",mmu_rag_vanilla,helpful,
376330,how to connect my phone to my tv,mmu_rag_vanilla,helpful,
376330,how to connect my phone to my tv,decomposition_rag,helpful,
662161,is buildgrid async_lru_cache considered best practice for python in memory cache?,mmu_rag_vanilla,helpful,
376330,what is the purpose of life?,decomposition_rag,helpful,
376330,what is the purpose of life?,mmu_rag_vanilla,helpful,
662161,"explain nfsstat output

[e128356@segsresap03 stable-ir]$ nfsstat -v
Client packet stats:
packets    udp        tcp        tcpconn
0          0          0          0

Client rpc stats:
calls      retrans    authrefrsh
444841     0          444849

Client nfs v3:
null         getattr      setattr      lookup       access       readlink
0         0% 183725   41% 5409      1% 10410     2% 134068   30% 44        0%
read         write        create       mkdir        symlink      mknod
6358      1% 69408    15% 3010      0% 483       0% 45        0% 0         0%
remove       rmdir        rename       link         readdir      readdirplus
218       0% 22        0% 92        0% 2323      0% 0         0% 515       0%
fsstat       fsinfo       pathconf     commit
28427     6% 6         0% 3         0% 280       0%

[e128356@segsresap03 stable-ir]$",mmu_rag_vanilla,helpful,
662161,"explain nfsstat output

[e128356@segsresap03 stable-ir]$ nfsstat -v
Client packet stats:
packets    udp        tcp        tcpconn
0          0          0          0

Client rpc stats:
calls      retrans    authrefrsh
444841     0          444849

Client nfs v3:
null         getattr      setattr      lookup       access       readlink
0         0% 183725   41% 5409      1% 10410     2% 134068   30% 44        0%
read         write        create       mkdir        symlink      mknod
6358      1% 69408    15% 3010      0% 483       0% 45        0% 0         0%
remove       rmdir        rename       link         readdir      readdirplus
218       0% 22        0% 92        0% 2323      0% 0         0% 515       0%
fsstat       fsinfo       pathconf     commit
28427     6% 6         0% 3         0% 280       0%

[e128356@segsresap03 stable-ir]$",mmu_rag_vanilla,helpful,This is great! Great understanding of the command output
662161,"explain nfsstat output

[e128356@segsresap03 stable-ir]$ nfsstat -v
Client packet stats:
packets    udp        tcp        tcpconn
0          0          0          0

Client rpc stats:
calls      retrans    authrefrsh
444841     0          444849

Client nfs v3:
null         getattr      setattr      lookup       access       readlink
0         0% 183725   41% 5409      1% 10410     2% 134068   30% 44        0%
read         write        create       mkdir        symlink      mknod
6358      1% 69408    15% 3010      0% 483       0% 45        0% 0         0%
remove       rmdir        rename       link         readdir      readdirplus
218       0% 22        0% 92        0% 2323      0% 0         0% 515       0%
fsstat       fsinfo       pathconf     commit
28427     6% 6         0% 3         0% 280       0%

[e128356@segsresap03 stable-ir]$",mmu_rag_vanilla,not-helpful,model collapsed answering
662161,"explain nfsstat output

[e128356@segsresap03 stable-ir]$ nfsstat -v
Client packet stats:
packets    udp        tcp        tcpconn
0          0          0          0

Client rpc stats:
calls      retrans    authrefrsh
444841     0          444849

Client nfs v3:
null         getattr      setattr      lookup       access       readlink
0         0% 183725   41% 5409      1% 10410     2% 134068   30% 44        0%
read         write        create       mkdir        symlink      mknod
6358      1% 69408    15% 3010      0% 483       0% 45        0% 0         0%
remove       rmdir        rename       link         readdir      readdirplus
218       0% 22        0% 92        0% 2323      0% 0         0% 515       0%
fsstat       fsinfo       pathconf     commit
28427     6% 6         0% 3         0% 280       0%

[e128356@segsresap03 stable-ir]$",mmu_rag_vanilla,not-helpful,it didn't understand the % is for the number before it
376330,how to test a search engine?,decomposition_rag,helpful,"Looks good and it captured the intent of the query correctly. However, the citations appear a bit unusual, as only references 1, 2, and 3 are cited in the text, while 12 pages were used to produce the answer."
376330,how to test a search engine?,mmu_rag_vanilla,not-helpful,"The summarisation is good, but it missed the intent of the query. The query asked for methods to test a search engine, whereas the response focused on testing how well a website is accessible through a search engine (essentially website optimisation). It looks like the problem lies in retrieval."
662161,python print current time in ISO format,mmu_rag_vanilla,helpful,
662161,what time is it now in melbourne?,mmu_rag_vanilla,helpful,
583418,What is zhengshanxiaozhong Tea,decomposition_rag,helpful,"Same query as what I asked Vanilla RAG one. Although it is slower, it provides richer information regarding any point. With more context and aspects, I much prefer this answer."
583418,What is zhengshanxiaozhong Tea,mmu_rag_vanilla,helpful,"Seems correct. It is with some contextual expansion, such as health benefits and cultural significance. Although I did not ask for it but I would like to see it."
662161,why is my user mode podman terminating my containers after I logged out? This is a log message from the container 2025/09/23 06:08:18 INFO : Signal received: terminated,mmu_rag_vanilla,helpful,
686506,ne zha 2,decomposition_rag,helpful,
662161,how to setup a token on Github that I can use as password when cloning github repos?,mmu_rag_vanilla,helpful,detailed and useful
662161,how to check my active ssh public key on windows built in ssh command,mmu_rag_vanilla,helpful,
662161,how to check my active ssh public key on windows,mmu_rag_vanilla,helpful,
130196,who experience more backpain men or women?,decomposition_rag,not-helpful,
686506,adjacency list,mmu_rag_vanilla,helpful,
686506,what is Earl Gray tea means,mmu_rag_vanilla,helpful,Better than Decompose because it is concise and direct
686506,what is Earl Gray tea means,decomposition_rag,helpful,In-line reference are missing
686506,"I am a IR research, what is Earl Gray means",mmu_rag_vanilla,not-helpful,"First IR means Information retrieval, and Earl Grey is a tea"
686506,What is RMIT University,decomposition_rag,helpful,Sources make it more reliable
686506,What is RMIT University,mmu_rag_vanilla,not-helpful,"Thinking Process: Initializing LLM server… Processing question with language model… Searching: What is RMIT University

Response:
Error processing question:"
662161,How does Startpage work? How do they get their index? How do they crawl the internet? Are they just crawling google search?,mmu_rag_vanilla,helpful,
130196,is it true that vegetable oil is bad for you and animal fat in moderate amount is good for you?,decomposition_rag,helpful,
130196,how can I ease backpain?,decomposition_rag,helpful,
288342,How to remove a tree stump?,mmu_rag_vanilla,helpful,
662161,time calculation 3:14:24-43:24,mmu_rag_vanilla,helpful,short and smart
662161,3:14:24-43:24,mmu_rag_vanilla,not-helpful,"I'm asking for time calculation, thanks."
662161,"I want a thorough understanding of what makes up a community, including its definitions in various contexts like science and what it means to be a 'civilized community.' I'm also interested in related terms like 'grassroots organizations,' how communities set boundaries and priorities, and their roles in important areas such as preparedness and nation-building.",mmu_rag_perplexity_sonar_reasoning_pro,helpful,the response steps are worth learning
662161,what's --fgColor-accent: Highlight;?,decomposition_rag,helpful,
662161,how to use ragas to evaluate my RAG system?,decomposition_rag,helpful,"all that, but didn't say how to use it."
662161,"when doing docker compose up --pull always, can I also specify it to clean all existing images?",mmu_rag_vanilla,helpful,
662161,how to delete an EC2InstanceProfile?,mmu_rag_vanilla,helpful,"simple question, simple answer"
662161,how to use ragas the rag evaluation platform?,decomposition_rag,not-helpful,drifted to a completely different tool
288342,How and why?,mmu_rag_vanilla,helpful,
662161,how to use ragas the rag evaluation platform?,mmu_rag_vanilla,helpful,
264309,Where is the capital of Japan?,mmu_rag_vanilla,not-helpful,No specific law stipulates Tokyo as Japan's capital
264309,Which law stipulates that Japan's capital is Tokyo?,mmu_rag_vanilla,helpful,
662161,xerotic eczema,mmu_rag_vanilla,helpful,
686506,Ao Bing from Nezha2,mmu_rag_vanilla,not-helpful,"The query specifically mentioned the movie Nezha 2, but the summary takes information from the game Shin Megami Tensei V."
130196,How are proton pump inhibitors and H2 blockers compared?,decomposition_rag,helpful,
130196,How are proton pump inhibitors and H2 blockers compared?,mmu_rag_vanilla,helpful,
264309,Who is the current Superman actor?,mmu_rag_vanilla,helpful,
264309,Adeptus Arbites castigator in Warhammer40k,mmu_rag_vanilla,not-helpful,"It got the wrong result. The Castigator unit does exist in Warhammer 40k as part of the Adeptus Arbites faction in the Soul Killer box. This information was from 2023. Also interesting that it looked for Castigator in e-commerce pages instead of wiki pages. 

https://wh40k.lexicanum.com/wiki/Arbites_Castigator"
264309,Kruskal's algorithm with adjacency matrix,mmu_rag_vanilla,helpful,
662161,iPad Pro 2020 vs 2018,decomposition_rag,helpful,Comprehensive
662161,iPad Pro 2020 vs 2018,mmu_rag_vanilla,not-helpful,"> 75x faster CPU than 2018
Straight wrong claim"
662161,"Can I downgrade my iPad to previous version? I don’t care data loss, I just want to downgrade anyhow",decomposition_rag,helpful,Long but good detailed
662161,"Can I downgrade my iPad to previous version? I don’t care data loss, I just want to downgrade anyhow",mmu_rag_vanilla,helpful,Seems perfect
662161,launtel network coverage,decomposition_rag,not-helpful,"The query decompositions are too off, and carried away the topic too far"
662161,launtel network coverage,mmu_rag_vanilla,helpful,
662161,how to use ragas the rag evaluation platform?,mmu_rag_vanilla,helpful,seems nice
130196,How does the Grenache wine taste?,mmu_rag_vanilla,helpful,
130196,hollow knight story?,mmu_rag_vanilla,helpful,
662161,how to convert my ec2 public ip (not elastic ip) to elastic ip?,mmu_rag_vanilla,helpful,"perfect response, exactly what I did"
662161,which role to use in openai chat completion api for rag context,mmu_rag_vanilla,helpful,
